,Player,Pos,Tm,Season
1352,James Ennis III,SF,MEM,2018
1353,James Ennis III,SF,DET,2018
1354,Tyler Ennis,PG,LAL,2018
1355,Jawun Evans,PG,LAC,2018
1356,Jeremy Evans,SF,ATL,2018
1357,Tyreke Evans,PG,MEM,2018
1358,Dante Exum,PG,UTA,2018
1359,Kenneth Faried,PF,DEN,2018
1360,Derrick Favors,C,UTA,2018
1361,Kay Felder,PG,TOT,2018
1362,Kay Felder,PG,CHI,2018
1363,Kay Felder,PG,DET,2018
1364,Cristiano Felício,C,CHI,2018
1365,Raymond Felton,PG,OKC,2018
1366,Terrance Ferguson,SG,OKC,2018
1367,Yogi Ferrell,SG,DAL,2018
1368,Dorian Finney-Smith,PF,DAL,2018
1369,Bryn Forbes,SG,SAS,2018
1370,Evan Fournier,SF,ORL,2018
1371,De'Aaron Fox,PG,SAC,2018
1372,Tim Frazier,PG,WAS,2018
1373,Enes Freedom,C,NYK,2018
1374,Channing Frye,C,TOT,2018
1375,Channing Frye,C,CLE,2018
1376,Channing Frye,C,LAL,2018
1377,Markelle Fultz,SG,PHI,2018
1378,Danilo Gallinari,SF,LAC,2018
1379,Langston Galloway,SG,DET,2018
1380,Marc Gasol,C,MEM,2018
1381,Pau Gasol*,C,SAS,2018
1382,Rudy Gay,PF,SAS,2018
1383,Paul George,SF,OKC,2018
1384,Marcus Georges-Hunt,SG,MIN,2018
1385,Jonathan Gibson,PG,BOS,2018
1386,Taj Gibson,PF,MIN,2018
1387,Manu Ginóbili*,SG,SAS,2018
1388,Rudy Gobert,C,UTA,2018
1389,Aaron Gordon,PF,ORL,2018
1390,Eric Gordon,SG,HOU,2018
1391,Marcin Gortat,C,WAS,2018
1392,Treveon Graham,SG,CHO,2018
1393,Jerami Grant,PF,OKC,2018
1394,Jerian Grant,PG,CHI,2018
1395,Josh Gray,PG,PHO,2018
1396,Danny Green,SG,SAS,2018
1397,Draymond Green,PF,GSW,2018
1398,Gerald Green,SG,HOU,2018
1399,JaMychal Green,PF,MEM,2018
1400,Jeff Green,PF,CLE,2018
1401,Blake Griffin,PF,TOT,2018
1402,Blake Griffin,PF,LAC,2018
1403,Blake Griffin,PF,DET,2018
1404,Daniel Hamilton,SG,OKC,2018
1405,Tim Hardaway Jr.,SG,NYK,2018
1406,James Harden,SG,HOU,2018
1407,Maurice Harkless,SF,POR,2018
1408,Montrezl Harrell,C,LAC,2018
1409,Devin Harris,PG,TOT,2018
1410,Devin Harris,PG,DAL,2018
1411,Devin Harris,PG,DEN,2018
1412,Gary Harris,SG,DEN,2018
1413,Joe Harris,SG,BRK,2018
1414,Tobias Harris,PF,TOT,2018
1415,Tobias Harris,PF,DET,2018
1416,Tobias Harris,PF,LAC,2018
1417,Aaron Harrison,SG,DAL,2018
1418,Andrew Harrison,PG,MEM,2018
1419,Shaquille Harrison,PG,PHO,2018
1420,Josh Hart,SG,LAL,2018
1421,Udonis Haslem,C,MIA,2018
1422,Nigel Hayes,SF,TOT,2018
1423,Nigel Hayes,SF,LAL,2018
1424,Nigel Hayes,SF,TOR,2018
1425,Nigel Hayes,SF,SAC,2018
1426,Gordon Hayward,SF,BOS,2018
1427,Reggie Hearn,SG,DET,2018
1428,Myke Henry,SF,MEM,2018
1429,John Henson,C,MIL,2018
1430,Juancho Hernangómez,PF,DEN,2018
1431,Willy Hernangómez,C,TOT,2018
1432,Willy Hernangómez,C,NYK,2018
1433,Willy Hernangómez,C,CHO,2018
1434,Mario Hezonja,SF,ORL,2018
1435,Isaiah Hicks,PF,NYK,2018
1436,Buddy Hield,SG,SAC,2018
1437,Nenê,C,HOU,2018
1438,George Hill,PG,TOT,2018
1439,George Hill,PG,SAC,2018
1440,George Hill,PG,CLE,2018
1441,Solomon Hill,SF,NOP,2018
1442,Darrun Hilliard,SG,SAS,2018
1443,Jrue Holiday,SG,NOP,2018
1444,Justin Holiday,SG,CHI,2018
1445,John Holland,SF,CLE,2018
1446,Rondae Hollis-Jefferson,SF,BRK,2018
1447,Richaun Holmes,C,PHI,2018
1448,Rodney Hood,SG,TOT,2018
1449,Rodney Hood,SG,UTA,2018
1450,Rodney Hood,SG,CLE,2018
1451,Scotty Hopson,SG,DAL,2018
1452,Al Horford,C,BOS,2018
1453,Danuel House Jr.,SG,PHO,2018
1454,Dwight Howard,C,CHO,2018
1455,Josh Huestis,PF,OKC,2018
1456,R.J. Hunter,SG,HOU,2018
1457,Vince Hunter,PF,MEM,2018
1458,Serge Ibaka,PF,TOR,2018
1459,Andre Iguodala,SF,GSW,2018
1460,Ersan İlyasova,PF,TOT,2018
1461,Ersan İlyasova,PF,ATL,2018
1462,Ersan İlyasova,PF,PHI,2018
1463,Joe Ingles,SF,UTA,2018
1464,Andre Ingram,SG,LAL,2018
1465,Brandon Ingram,SF,LAL,2018
1466,Kyrie Irving,PG,BOS,2018
1467,Jonathan Isaac,PF,ORL,2018
1468,Wes Iwundu,SF,ORL,2018
1469,Jarrett Jack,PG,NYK,2018
1470,Aaron Jackson,PG,HOU,2018
1471,Demetrius Jackson,PG,TOT,2018
1472,Demetrius Jackson,PG,HOU,2018
1473,Demetrius Jackson,PG,PHI,2018
1474,Josh Jackson,SF,PHO,2018
1475,Justin Jackson,SF,SAC,2018
1476,Reggie Jackson,PG,DET,2018
1477,LeBron James,PF,CLE,2018
1478,Mike James,PG,TOT,2018
1479,Mike James,PG,PHO,2018
1480,Mike James,PG,NOP,2018
1481,Al Jefferson,C,IND,2018
1482,Richard Jefferson,SF,DEN,2018
1483,Brandon Jennings,PG,MIL,2018
1484,Jonas Jerebko,PF,UTA,2018
1485,Amir Johnson,C,PHI,2018
1486,Brice Johnson,PF,TOT,2018
1487,Brice Johnson,PF,LAC,2018
1488,Brice Johnson,PF,MEM,2018
1489,Dakari Johnson,C,OKC,2018
1490,James Johnson,PF,MIA,2018
1491,Joe Johnson,SF,TOT,2018
1492,Joe Johnson,SF,UTA,2018
1493,Joe Johnson,SF,HOU,2018
1494,Omari Johnson,PF,MEM,2018
1495,Stanley Johnson,SF,DET,2018
1496,Tyler Johnson,PG,MIA,2018
1497,Wesley Johnson,SF,LAC,2018
1498,Nikola Jokić,C,DEN,2018
1499,Damian Jones,C,GSW,2018
1500,Derrick Jones Jr.,SF,TOT,2018
1501,Derrick Jones Jr.,SF,PHO,2018
1502,Derrick Jones Jr.,SF,MIA,2018
1503,Jalen Jones,SF,TOT,2018
1504,Jalen Jones,SF,NOP,2018
1505,Jalen Jones,SF,DAL,2018
1506,Tyus Jones,PG,MIN,2018
1507,DeAndre Jordan,C,LAC,2018
1508,Cory Joseph,PG,IND,2018
1509,Frank Kaminsky,PF,CHO,2018
1510,Luke Kennard,SG,DET,2018
1511,Michael Kidd-Gilchrist,SF,CHO,2018
1512,Sean Kilpatrick,SG,TOT,2018
1513,Sean Kilpatrick,SG,BRK,2018
1514,Sean Kilpatrick,SG,MIL,2018
1515,Sean Kilpatrick,SG,LAC,2018
1516,Sean Kilpatrick,SG,CHI,2018
1517,Maxi Kleber,PF,DAL,2018
1518,Furkan Korkmaz,SG,PHI,2018
1519,Luke Kornet,C,NYK,2018
1520,Kyle Korver,SG,CLE,2018
1521,Kosta Koufos,C,SAC,2018
1522,Kyle Kuzma,PF,LAL,2018
1523,Mindaugas Kuzminskas,SF,NYK,2018
1524,Skal Labissière,PF,SAC,2018
1525,Jeremy Lamb,SG,CHO,2018
1526,Shane Larkin,PG,BOS,2018
1527,Joffrey Lauvergne,C,SAS,2018
1528,Zach LaVine,SG,CHI,2018
1529,Jake Layman,SF,POR,2018
1530,T.J. Leaf,PF,IND,2018
1531,Courtney Lee,SG,NYK,2018
1532,Damion Lee,SG,ATL,2018
1533,Walt Lemon Jr.,PG,NOP,2018
1534,Alex Len,C,PHO,2018
1535,Kawhi Leonard,SF,SAS,2018
1536,Meyers Leonard,C,POR,2018
1537,Jon Leuer,PF,DET,2018
1538,Caris LeVert,SF,BRK,2018
1539,DeAndre Liggins,SG,TOT,2018
1540,DeAndre Liggins,SG,MIL,2018
1541,DeAndre Liggins,SG,NOP,2018
1542,Damian Lillard,PG,POR,2018
1543,Jeremy Lin,PG,BRK,2018
1544,Shaun Livingston,PG,GSW,2018
1545,Kevon Looney,C,GSW,2018
1546,Brook Lopez,C,LAL,2018
1547,Robin Lopez,C,CHI,2018
1548,Kevin Love,C,CLE,2018
1549,Kyle Lowry,PG,TOR,2018
1550,Timothé Luwawu-Cabarrot,SF,PHI,2018
1551,Tyler Lydon,PF,DEN,2018
1552,Trey Lyles,PF,DEN,2018
1553,Shelvin Mack,PG,ORL,2018
1554,Josh Magette,PG,ATL,2018
1555,Ian Mahinmi,C,WAS,2018
1556,Thon Maker,C,MIL,2018
1557,Boban Marjanović,C,TOT,2018
1558,Boban Marjanović,C,DET,2018
1559,Boban Marjanović,C,LAC,2018
1560,Lauri Markkanen,PF,CHI,2018
1561,Jarell Martin,PF,MEM,2018
1562,Frank Mason III,PG,SAC,2018
1563,Mangok Mathiang,C,CHO,2018
1564,Wesley Matthews,SF,DAL,2018
1565,Luc Mbah a Moute,PF,HOU,2018
1566,James Michael McAdoo,PF,PHI,2018
1567,Patrick McCaw,SG,GSW,2018
1568,CJ McCollum,SG,POR,2018
1569,T.J. McConnell,PG,PHI,2018
1570,Erik McCree,SF,UTA,2018
1571,Chris McCullough,PF,WAS,2018
1572,Doug McDermott,SF,TOT,2018
1573,Doug McDermott,SF,NYK,2018
1574,Doug McDermott,SF,DAL,2018
1575,JaVale McGee,C,GSW,2018
1576,Rodney McGruder,SG,MIA,2018
1577,Trey McKinney-Jones,SG,IND,2018
1578,Alfonzo McKinnie,SF,TOR,2018
1579,Ben McLemore,SG,MEM,2018
1580,Josh McRoberts,PF,DAL,2018
1581,Jodie Meeks,SG,WAS,2018
1582,Salah Mejri,C,DAL,2018
1583,Jordan Mickey,PF,MIA,2018
1584,Khris Middleton,SF,MIL,2018
1585,C.J. Miles,SF,TOR,2018
1586,Darius Miller,SF,NOP,2018
1587,Malcolm Miller,SF,TOR,2018
1588,Patty Mills,PG,SAS,2018
1589,Paul Millsap,PF,DEN,2018
1590,Nikola Mirotić,PF,TOT,2018
1591,Nikola Mirotić,PF,CHI,2018
1592,Nikola Mirotić,PF,NOP,2018
1593,Donovan Mitchell,SG,UTA,2018
1594,Naz Mitrou-Long,SG,UTA,2018
1595,Malik Monk,SG,CHO,2018
1596,Greg Monroe,C,TOT,2018
1597,Greg Monroe,C,MIL,2018
1598,Greg Monroe,C,PHO,2018
1599,Greg Monroe,C,BOS,2018
1600,Luis Montero,SG,DET,2018
1601,Ben Moore,PF,IND,2018
1602,E'Twaun Moore,SG,NOP,2018
1603,Eric Moreland,PF,DET,2018
1604,Jaylen Morris,SG,ATL,2018
1605,Marcus Morris,PF,BOS,2018
1606,Markieff Morris,PF,WAS,2018
1607,Monte Morris,PG,DEN,2018
1608,Johnathan Motley,PF,DAL,2018
1609,Timofey Mozgov,C,BRK,2018
1610,Emmanuel Mudiay,PG,TOT,2018
1611,Emmanuel Mudiay,PG,DEN,2018
1612,Emmanuel Mudiay,PG,NYK,2018
1613,Shabazz Muhammad,SF-SG,TOT,2018
1614,Shabazz Muhammad,SF,MIN,2018
1615,Shabazz Muhammad,SG,MIL,2018
1616,Xavier Munford,SG,MIL,2018
1617,Dejounte Murray,PG,SAS,2018
1618,Jamal Murray,PG,DEN,2018
1619,Mike Muscala,C,ATL,2018
1620,Abdel Nader,SF,BOS,2018
1621,Larry Nance Jr.,C,TOT,2018
1622,Larry Nance Jr.,C,LAL,2018
1623,Larry Nance Jr.,C,CLE,2018
1624,Shabazz Napier,PG,POR,2018
1625,Jameer Nelson,PG,TOT,2018
1626,Jameer Nelson,PG,NOP,2018
1627,Jameer Nelson,PG,DET,2018
1628,Raul Neto,PG,UTA,2018
1629,Georges Niang,PF,UTA,2018
1630,Joakim Noah,C,NYK,2018
1631,Nerlens Noel,C,DAL,2018
1632,Lucas Nogueira,C,TOR,2018
1633,Dirk Nowitzki*,C,DAL,2018
1634,Frank Ntilikina,PG,NYK,2018
1635,Jusuf Nurkić,C,POR,2018
1636,David Nwaba,SG,CHI,2018
1637,Johnny O'Bryant,PF,CHO,2018
1638,Royce O'Neale,SF,UTA,2018
1639,Kyle O'Quinn,C,NYK,2018
1640,Semi Ojeleye,PF,BOS,2018
1641,Emeka Okafor,C,NOP,2018
1642,Jahlil Okafor,C,TOT,2018
1643,Jahlil Okafor,C,PHI,2018
1644,Jahlil Okafor,C,BRK,2018
1645,Victor Oladipo,SG,IND,2018
1646,Kelly Olynyk,PF,MIA,2018
1647,Chinanu Onuaku,C,HOU,2018
1648,Cedi Osman,SF,CLE,2018
1649,Kelly Oubre Jr.,SF,WAS,2018
1650,Zaza Pachulia,C,GSW,2018
1651,Marcus Paige,PG,CHO,2018
1652,Georgios Papagiannis,C,TOT,2018
1653,Georgios Papagiannis,C,SAC,2018
1654,Georgios Papagiannis,C,POR,2018
1655,Jabari Parker,PF,MIL,2018
1656,Tony Parker*,PG,SAS,2018
1657,Chandler Parsons,SF,MEM,2018
1658,Patrick Patterson,PF,OKC,2018
1659,Justin Patton,C,MIN,2018
1660,Brandon Paul,SG,SAS,2018
1661,Chris Paul,PG,HOU,2018
1662,Adreian Payne,PF,ORL,2018
1663,Cameron Payne,PG,CHI,2018
1664,Elfrid Payton,PG,TOT,2018
1665,Elfrid Payton,PG,ORL,2018
1666,Elfrid Payton,PG,PHO,2018
1667,Gary Payton II,PG,TOT,2018
1668,Gary Payton II,PG,MIL,2018
1669,Gary Payton II,PG,LAL,2018
1670,Kendrick Perkins,C,CLE,2018
1671,London Perrantes,PG,CLE,2018
1672,Alec Peters,PF,PHO,2018
1673,Marshall Plumlee,C,MIL,2018
1674,Mason Plumlee,C,DEN,2018
1675,Miles Plumlee,C,ATL,2018
1676,Jakob Poeltl,C,TOR,2018
1677,Quincy Pondexter,SF,CHI,2018
1678,Otto Porter Jr.,SF,WAS,2018
1679,Bobby Portis,PF,CHI,2018
1680,Kristaps Porziņģis,PF,NYK,2018
1681,Dwight Powell,C,DAL,2018
1682,Norman Powell,SG,TOR,2018
1683,Alex Poythress,PF,IND,2018
1684,Taurean Prince,SF,ATL,2018
1685,Jacob Pullen,PG,PHI,2018
1686,Rodney Purvis,SG,ORL,2018
1687,Zhou Qi,C,HOU,2018
1688,Tim Quarterman,SG,HOU,2018
1689,Ivan Rabb,PF,MEM,2018
1690,Julius Randle,C,LAL,2018
1691,Zach Randolph,PF,SAC,2018
1692,Xavier Rathan-Mayes,SG,MEM,2018
1693,J.J. Redick,SG,PHI,2018
1694,Davon Reed,SG,PHO,2018
1695,Willie Reed,C,TOT,2018
1696,Willie Reed,C,LAC,2018
1697,Willie Reed,C,DET,2018
1698,Josh Richardson,SF,MIA,2018
1699,Malachi Richardson,SG,TOT,2018
1700,Malachi Richardson,SG,SAC,2018
1701,Malachi Richardson,SG,TOR,2018
1702,Austin Rivers,SG,LAC,2018
1703,Andre Roberson,SG,OKC,2018
1704,Devin Robinson,SF,WAS,2018
1705,Glenn Robinson III,SF,IND,2018
1706,Rajon Rondo,PG,NOP,2018
1707,Derrick Rose,PG,TOT,2018
1708,Derrick Rose,PG,CLE,2018
1709,Derrick Rose,PG,MIN,2018
1710,Terrence Ross,SG,ORL,2018
1711,Terry Rozier,PG,BOS,2018
1712,Ricky Rubio,PG,UTA,2018
1713,D'Angelo Russell,PG,BRK,2018
1714,Domantas Sabonis,C,IND,2018
1715,JaKarr Sampson,SF,SAC,2018
1716,Dario Šarić,PF,PHI,2018
1717,Tomáš Satoranský,SG,WAS,2018
1718,Dennis Schröder,PG,ATL,2018
1719,Mike Scott,PF,WAS,2018
1720,Thabo Sefolosha,SF,UTA,2018
1721,Wayne Selden,SG,MEM,2018
1722,Ramon Sessions,PG,TOT,2018
1723,Ramon Sessions,PG,NYK,2018
1724,Ramon Sessions,PG,WAS,2018
1725,Iman Shumpert,SG,CLE,2018
1726,Pascal Siakam,PF,TOR,2018
1727,Xavier Silas,SG,BOS,2018
1728,Ben Simmons,PG,PHI,2018
1729,Jonathon Simmons,SG,ORL,2018
1730,Kobi Simmons,PG,MEM,2018
1731,Kyle Singler,SF,OKC,2018
1732,Marcus Smart,SG,BOS,2018
1733,Dennis Smith Jr.,PG,DAL,2018
1734,Ish Smith,PG,DET,2018
1735,J.R. Smith,SG,CLE,2018
1736,Jason Smith,C,WAS,2018
1737,Josh Smith,PF,NOP,2018
1738,Tony Snell,SG,MIL,2018
1739,Marreese Speights,C,ORL,2018
1740,Nik Stauskas,SG,TOT,2018
1741,Nik Stauskas,SG,PHI,2018
1742,Nik Stauskas,SG,BRK,2018
1743,Lance Stephenson,SG,IND,2018
1744,David Stockton,PG,UTA,2018
1745,Julyan Stone,SG,CHO,2018
1746,Edmond Sumner,PG,IND,2018
1747,Caleb Swanigan,PF,POR,2018
1748,Jayson Tatum,SF,BOS,2018
1749,Isaiah Taylor,PG,ATL,2018
1750,Jeff Teague,PG,MIN,2018
1751,Marquis Teague,PG,MEM,2018
1752,Mirza Teletović,PF,MIL,2018
1753,Garrett Temple,SG,SAC,2018
1754,Miloš Teodosić,PG,LAC,2018
1755,Jason Terry,SG,MIL,2018
1756,Daniel Theis,C,BOS,2018
1757,Isaiah Thomas,PG,TOT,2018
1758,Isaiah Thomas,PG,CLE,2018
1759,Isaiah Thomas,PG,LAL,2018
1760,Lance Thomas,PF,NYK,2018
1761,Klay Thompson,SG,GSW,2018
1762,Tristan Thompson,C,CLE,2018
1763,Sindarius Thornwell,SG,LAC,2018
1764,Anthony Tolliver,PF,DET,2018
1765,Karl-Anthony Towns,C,MIN,2018
1766,P.J. Tucker,PF,HOU,2018
1767,Evan Turner,SF,POR,2018
1768,Myles Turner,C,IND,2018
1769,Ekpe Udoh,C,UTA,2018
1770,Tyler Ulis,PG,PHO,2018
1771,Jonas Valančiūnas,C,TOR,2018
1772,Denzel Valentine,SG,CHI,2018
1773,Fred VanVleet,PG,TOR,2018
1774,Rashad Vaughn,SG,TOT,2018
1775,Rashad Vaughn,SG,MIL,2018
1776,Rashad Vaughn,SG,BRK,2018
1777,Rashad Vaughn,SG,ORL,2018
1778,Noah Vonleh,PF,TOT,2018
1779,Noah Vonleh,PF,POR,2018
1780,Noah Vonleh,PF,CHI,2018
1781,Nikola Vučević,C,ORL,2018
1782,Dwyane Wade*,SG,TOT,2018
1783,Dwyane Wade*,SG,CLE,2018
1784,Dwyane Wade*,SG,MIA,2018
1785,Dion Waiters,SG,MIA,2018
1786,Kemba Walker,PG,CHO,2018
1787,John Wall,PG,WAS,2018
1788,Tyrone Wallace,PG,LAC,2018
1789,Derrick Walton,PG,MIA,2018
1790,Jameel Warney,PF,DAL,2018
1791,T.J. Warren,SF,PHO,2018
1792,Travis Wear,SF,LAL,2018
1793,James Webb III,SF,BRK,2018
1794,Briante Weber,PG,TOT,2018
1795,Briante Weber,PG,HOU,2018
1796,Briante Weber,PG,MEM,2018
1797,David West,C,GSW,2018
1798,Russell Westbrook,PG,OKC,2018
1799,Andrew White,SF,ATL,2018
1800,Derrick White,PG,SAS,2018
1801,Okaro White,PF,MIA,2018
1802,Isaiah Whitehead,PG,BRK,2018
1803,Hassan Whiteside,C,MIA,2018
1804,Andrew Wiggins,SF,MIN,2018
1805,Jacob Wiley,PF,BRK,2018
1806,Damien Wilkins,SF,IND,2018
1807,Alan Williams,PF,PHO,2018
1808,C.J. Williams,SG,LAC,2018
1809,Derrick Williams,PF,LAL,2018
1810,Lou Williams,SG,LAC,2018
1811,Marvin Williams,PF,CHO,2018
1812,Matt Williams,SG,MIA,2018
1813,Troy Williams,SF,TOT,2018
1814,Troy Williams,SF,HOU,2018
1815,Troy Williams,SF,NYK,2018
1816,D.J. Wilson,PF,MIL,2018
1817,Jamil Wilson,SF,LAC,2018
1818,Justise Winslow,PF,MIA,2018
1819,Jeff Withey,C,DAL,2018
1820,Nate Wolters,PG,UTA,2018
1821,Brandan Wright,PF,TOT,2018
1822,Brandan Wright,PF,MEM,2018
1823,Brandan Wright,PF,HOU,2018
1824,Delon Wright,PG,TOR,2018
1825,Guerschon Yabusele,PF,BOS,2018
1826,James Young,SG,PHI,2018
1827,Joe Young,PG,IND,2018
1828,Nick Young,SG,GSW,2018
1829,Thaddeus Young,PF,IND,2018
1830,Cody Zeller,C,CHO,2018
1831,Tyler Zeller,C,TOT,2018
1832,Tyler Zeller,C,BRK,2018
1833,Tyler Zeller,C,MIL,2018
1834,Paul Zipser,SF,CHI,2018
1835,Ante Žižić,C,CLE,2018
1836,Ivica Zubac,C,LAL,2018
1837,Álex Abrines,SG,OKC,2019
1838,Quincy Acy,PF,PHO,2019
1839,Jaylen Adams,PG,ATL,2019
1840,Steven Adams,C,OKC,2019
1841,Bam Adebayo,C,MIA,2019
1842,Deng Adel,SF,CLE,2019
1843,DeVaughn Akoon-Purcell,SG,DEN,2019
1844,LaMarcus Aldridge,C,SAS,2019
1845,Rawle Alkins,SG,CHI,2019
1846,Grayson Allen,SG,UTA,2019
1847,Jarrett Allen,C,BRK,2019
1848,Kadeem Allen,PG,NYK,2019
1849,Al-Farouq Aminu,PF,POR,2019
1850,Justin Anderson,SF,ATL,2019
1851,Kyle Anderson,SF,MEM,2019
1852,Ryan Anderson,PF,TOT,2019
1853,Ryan Anderson,PF,PHO,2019
1854,Ryan Anderson,PF,MIA,2019
1855,Ike Anigbogu,C,IND,2019
1856,Giannis Antetokounmpo,PF,MIL,2019
1857,Kostas Antetokounmpo,PF,DAL,2019
1858,Carmelo Anthony,PF,HOU,2019
1859,OG Anunoby,SF,TOR,2019
1860,Ryan Arcidiacono,PG,CHI,2019
1861,Trevor Ariza,SF,TOT,2019
1862,Trevor Ariza,SF,PHO,2019
1863,Trevor Ariza,SF,WAS,2019
1864,D.J. Augustin,PG,ORL,2019
1865,Deandre Ayton,C,PHO,2019
1866,Dwayne Bacon,SG,CHO,2019
1867,Marvin Bagley III,PF,SAC,2019
1868,Ron Baker,SG,TOT,2019
1869,Ron Baker,SG,NYK,2019
1870,Ron Baker,SG,WAS,2019
1871,Wade Baldwin,PG,POR,2019
1872,Lonzo Ball,PG,LAL,2019
1873,Mo Bamba,C,ORL,2019
1874,J.J. Barea,PG,DAL,2019
1875,Harrison Barnes,PF-SF,TOT,2019
1876,Harrison Barnes,PF,DAL,2019
1877,Harrison Barnes,SF,SAC,2019
1878,Will Barton,SF,DEN,2019
1879,Keita Bates-Diop,SF,MIN,2019
1880,Nicolas Batum,SF,CHO,2019
1881,Jerryd Bayless,PG,MIN,2019
1882,Aron Baynes,C,BOS,2019
1883,Kent Bazemore,SG,ATL,2019
1884,Bradley Beal,SG,WAS,2019
1885,Malik Beasley,SG,DEN,2019
1886,Michael Beasley,PF,LAL,2019
1887,Marco Belinelli,SG,SAS,2019
1888,Jordan Bell,C,GSW,2019
1889,DeAndre' Bembry,SG,ATL,2019
1890,Dragan Bender,PF,PHO,2019
1891,Dairis Bertāns,SG,NOP,2019
1892,Dāvis Bertāns,PF,SAS,2019
1893,Patrick Beverley,PG,LAC,2019
1894,Khem Birch,C,ORL,2019
1895,Bismack Biyombo,C,CHO,2019
1896,Nemanja Bjelica,PF,SAC,2019
1897,Antonio Blakeney,SG,CHI,2019
1898,Eric Bledsoe,PG,MIL,2019
1899,Jaron Blossomgame,SF,CLE,2019
1900,Bogdan Bogdanović,SG,SAC,2019
1901,Bojan Bogdanović,SF,IND,2019
1902,Andrew Bogut,C,GSW,2019
1903,Jonah Bolden,PF,PHI,2019
1904,Isaac Bonga,PG,LAL,2019
1905,Devin Booker,SG,PHO,2019
1906,Chris Boucher,PF,TOR,2019
1907,Avery Bradley,SG,TOT,2019
1908,Avery Bradley,SG,LAC,2019
1909,Avery Bradley,SG,MEM,2019
1910,Tony Bradley,C,UTA,2019
1911,Corey Brewer,SF,TOT,2019
1912,Corey Brewer,SF,PHI,2019
1913,Corey Brewer,SF,SAC,2019
1914,Mikal Bridges,SF,PHO,2019
1915,Miles Bridges,SF,CHO,2019
1916,Isaiah Briscoe,PG,ORL,2019
1917,Ryan Broekhoff,SG,DAL,2019
1918,Malcolm Brogdon,SG,MIL,2019
1919,Dillon Brooks,SF,MEM,2019
1920,MarShon Brooks,SG,MEM,2019
1921,Bruce Brown,SG,DET,2019
1922,Jaylen Brown,SG,BOS,2019
1923,Lorenzo Brown,PG,TOR,2019
1924,Sterling Brown,SG,MIL,2019
1925,Troy Brown Jr.,SF,WAS,2019
1926,Jalen Brunson,PG,DAL,2019
1927,Thomas Bryant,C,WAS,2019
1928,Reggie Bullock,SG,TOT,2019
1929,Reggie Bullock,SG,DET,2019
1930,Reggie Bullock,SG,LAL,2019
1931,Trey Burke,PG,TOT,2019
1932,Trey Burke,PG,NYK,2019
1933,Trey Burke,PG,DAL,2019
1934,Alec Burks,SG,TOT,2019
1935,Alec Burks,SG,UTA,2019
1936,Alec Burks,SG,CLE,2019
1937,Alec Burks,SG,SAC,2019
1938,Deonte Burton,SG,OKC,2019
1939,Jimmy Butler,SF-SG,TOT,2019
1940,Jimmy Butler,SG,MIN,2019
1941,Jimmy Butler,SF,PHI,2019
1942,Bruno Caboclo,PF,MEM,2019
1943,José Calderón,PG,DET,2019
1944,Kentavious Caldwell-Pope,SG,LAL,2019
1945,Isaiah Canaan,PG,TOT,2019
1946,Isaiah Canaan,PG,PHO,2019
1947,Isaiah Canaan,PG,MIN,2019
1948,Isaiah Canaan,PG,MIL,2019
1949,Clint Capela,C,HOU,2019
1950,DeMarre Carroll,PF,BRK,2019
1951,Jevon Carter,PG,MEM,2019
1952,Vince Carter,PF,ATL,2019
1953,Wendell Carter Jr.,C,CHI,2019
1954,Michael Carter-Williams,PG,TOT,2019
1955,Michael Carter-Williams,PG,HOU,2019
1956,Michael Carter-Williams,PG,ORL,2019
1957,Alex Caruso,PG,LAL,2019
1958,Omri Casspi,SF,MEM,2019
1959,Willie Cauley-Stein,C,SAC,2019
1960,Troy Caupain,PG,ORL,2019
1961,Tyler Cavanaugh,PF,UTA,2019
1962,Tyson Chandler,C,TOT,2019
1963,Tyson Chandler,C,PHO,2019
1964,Tyson Chandler,C,LAL,2019
1965,Wilson Chandler,PF-SF,TOT,2019
1966,Wilson Chandler,PF,PHI,2019
1967,Wilson Chandler,SF,LAC,2019
1968,Joe Chealey,PG,CHO,2019
1969,Chris Chiozza,PG,HOU,2019
1970,Marquese Chriss,PF,TOT,2019
1971,Marquese Chriss,PF,HOU,2019
1972,Marquese Chriss,PF,CLE,2019
1973,Gary Clark,PF,HOU,2019
1974,Ian Clark,SG,NOP,2019
1975,Jordan Clarkson,SG,CLE,2019
1976,John Collins,PF,ATL,2019
1977,Zach Collins,C,POR,2019
1978,Darren Collison,PG,IND,2019
1979,Bonzie Colson,SF,MIL,2019
1980,Mike Conley,PG,MEM,2019
1981,Pat Connaughton,SG,MIL,2019
1982,Quinn Cook,PG,GSW,2019
1983,DeMarcus Cousins,C,GSW,2019
1984,Robert Covington,SF,TOT,2019
1985,Robert Covington,SF,PHI,2019
1986,Robert Covington,SF,MIN,2019
1987,Allen Crabbe,SG,BRK,2019
1988,Torrey Craig,SF,DEN,2019
1989,Jamal Crawford,SG,PHO,2019
1990,Mitch Creek,SF,TOT,2019
1991,Mitch Creek,SF,BRK,2019
1992,Mitch Creek,SF,MIN,2019
1993,Jae Crowder,SF,UTA,2019
1994,Dante Cunningham,PF,SAS,2019
1995,Seth Curry,SG,POR,2019
